timestamp,shortcut
1772090770.1871693,CTRL+
1772090787.4039772,ALT+TAB
1772090788.2400472,ALT+TAB
1772090788.4616385,ALT+TAB
1772090788.6443257,ALT+TAB
1772090831.89494,CTRL+
1772090832.4909976,CTRL+
1772187790.727719,CTRL+
1772187791.1911173,ALT+TAB
1772187792.1650417,ALT+TAB
1772187795.9455247,ALT+TAB
1772187802.2549086,ALT+TAB
1772187871.7196603,SHIFT+?
1772187959.1135952,SHIFT+?
1772188059.7230473,ALT+TAB
1772188060.3769975,ALT+TAB
1772188060.5735881,ALT+TAB
1772188060.750088,ALT+TAB
1772188065.2333965,ALT+TAB
1772188284.7398124,CTRL+
1772188534.2070093,SHIFT+P
1772188663.465324,SHIFT+@
1772188715.8159866,CTRL+
1772188760.5048785,ALT+TAB
1772188761.7629673,CTRL+
1772188762.1205583,CTRL+
1772189093.240827,ALT+TAB
1772189094.1417594,ALT+TAB
1772189094.3258102,ALT+TAB
1772189095.73902,CTRL+
1772189118.3936892,ALT+TAB
1772189118.9951837,ALT+TAB
1772189119.1887727,ALT+TAB
1772189261.3571181,ALT+TAB
1772189262.3536453,ALT+TAB
1772189262.6957664,ALT+TAB
1772189262.8803537,ALT+TAB
1772189263.067193,ALT+TAB
1772189263.8177702,CTRL+TAB
1772189264.8701203,CTRL+
1772189290.1113255,ALT+TAB
1772189334.930313,SHIFT+@
1772189400.5602493,SHIFT+WIN+S
1772189406.0979843,ALT+TAB
1772189407.559569,CTRL+
1772189418.4825706,ALT+TAB
1772189485.333803,ALT+TAB
1772189486.354664,CTRL+
1772189487.5169523,SHIFT+?
1772189487.6854916,SHIFT+?
1772189487.87303,SHIFT+?
1772189498.8668203,ALT+TAB
1772189508.1470132,ALT+TAB
1772189514.4430425,ALT+TAB
1772189659.9020135,ALT+TAB
1772189667.0601418,SHIFT+?
1772189677.6368074,ALT+TAB
1772189681.6062486,ALT+TAB
1772189688.3614628,ALT+TAB
1772189700.191807,ALT+TAB
1772189709.5386593,ALT+TAB
1772192389.6050725,ALT+TAB
1772192391.169445,ALT+TAB
1772192391.325517,ALT+TAB
1772192393.093869,ALT+F4
1772192393.1272357,ALT+X
1772192393.8098733,ALT+TAB
1772192395.3283136,ALT+TAB
1772192399.6908014,ALT+TAB
1772192406.7685838,ALT+TAB
1772192407.5285547,ALT+TAB
1772192412.8423588,CTRL+
1772192441.8522084,ALT+TAB
1772192444.559543,ALT+TAB
1772192447.985505,ALT+TAB
1772192451.157601,ALT+TAB
1772192452.7463,ALT+TAB
1772192455.090953,ALT+TAB
1772192460.416537,ALT+TAB
1772192461.2359035,ALT+TAB
1772192461.5517285,ALT+TAB
1772192462.0329363,ALT+TAB
1772192462.2107291,ALT+TAB
1772192466.226977,ALT+TAB
1772192466.6821382,ALT+TAB
1772192471.6121802,ALT+TAB
1772192481.661892,CTRL+
1772192481.9981334,CTRL+
1772192488.4612994,ALT+TAB
1772192489.6075077,ALT+TAB
1772192489.837461,ALT+TAB
1772192613.515182,CTRL+
1772192618.5476692,CTRL+TAB
1772192618.79871,CTRL+TAB
1772192619.0219936,CTRL+TAB
1772192619.3364477,CTRL+TAB
1772192620.2364864,CTRL+TAB
1772192621.4184413,CTRL+
1772192624.0819304,CTRL+
1772192625.1524858,CTRL+TAB
1772192625.3685257,CTRL+TAB
1772192625.5164878,CTRL+TAB
1772192625.8015513,CTRL+TAB
1772192724.2467258,CTRL+
1772192725.9459348,CTRL+TAB
1772192726.1433046,CTRL+TAB
1772192726.341162,CTRL+TAB
1772192726.5731847,CTRL+TAB
1772192726.7990842,CTRL+TAB
1772192731.8314342,CTRL+
1772192762.0669818,CTRL+TAB
1772192762.3317213,CTRL+TAB
1772192762.5259147,CTRL+TAB
1772192762.711923,CTRL+TAB
1772192762.9205472,CTRL+TAB
1772192763.1266694,CTRL+TAB
1772192770.8791442,CTRL+TAB
1772192771.0922723,CTRL+TAB
1772192771.3112254,CTRL+TAB
1772192771.4939082,CTRL+TAB
1772192771.862879,CTRL+TAB
1772192772.1622713,CTRL+TAB
1772192772.5445561,CTRL+TAB
1772192837.7602148,CTRL+
1772192838.6586,ALT+TAB
1772192839.0564096,ALT+TAB
1772192840.6212597,CTRL+
1772192841.3050325,ALT+TAB
1772192844.520967,ALT+TAB
1772192845.5394897,ALT+TAB
1772192848.419476,ALT+TAB
1772192849.1618426,CTRL+
1772192851.6839015,ALT+TAB
1772192852.5919952,ALT+TAB
1772192859.5568836,CTRL+
1772192861.0289133,CTRL+
1772192868.4150493,ALT+TAB
1772192870.3519745,ALT+TAB
1772192870.51887,ALT+TAB
1772192870.6908283,ALT+TAB
1772192871.069925,ALT+TAB
1772192871.2757924,ALT+TAB
1772192871.511095,ALT+TAB
1772192871.7472513,ALT+TAB
1772192872.2234752,ALT+TAB
1772192873.0519164,ALT+TAB
1772192873.2574878,ALT+TAB
1772192873.447668,ALT+TAB
1772192873.7679658,ALT+TAB
1772192873.9741464,ALT+TAB
1772192890.4429965,ALT+TAB
1772192891.1491976,ALT+TAB
1772192892.115881,CTRL+
1772192903.0481148,ALT+TAB
1772192906.6030307,ALT+TAB
1772192912.7305908,ALT+TAB
1772192914.7486997,ALT+TAB
1772192918.2646008,ALT+TAB
1772192940.738909,CTRL+
1772192941.1706111,ALT+TAB
1772192942.0830946,ALT+TAB
1772192943.1278622,ALT+TAB
1772192943.5098414,ALT+TAB
1772192944.337688,CTRL+TAB
1772192947.88509,CTRL+
1772192960.9785914,ALT+TAB
1772192963.005324,ALT+TAB
1772192963.2158165,ALT+TAB
1772192963.850557,ALT+TAB
1772192981.5276625,SHIFT+?
1772192981.7750986,SHIFT+?
1772192992.606143,CTRL+
1772193004.9929595,ALT+TAB
1772193006.0972095,ALT+TAB
1772193006.2927067,ALT+TAB
1772193007.58576,ALT+TAB
1772193040.5666,ALT+TAB
1772193040.9204428,ALT+TAB
1772193041.4984186,ALT+TAB
1772193041.7217772,ALT+TAB
1772193042.243535,ALT+TAB
1772193042.441945,ALT+TAB
1772193042.6376095,ALT+TAB
1772193048.9660492,ALT+TAB
1772193106.6212656,ALT+TAB
1772193107.7004871,ALT+TAB
1772193113.996666,ALT+TAB
1772193115.9970272,ALT+TAB
1772193117.5412073,ALT+TAB
1772193117.7649436,ALT+TAB
1772193117.940832,ALT+TAB
1772193143.362119,ALT+TAB
1772193145.5511353,ALT+TAB
1772193145.7494166,ALT+TAB
1772193145.930784,ALT+TAB
1772193160.4428823,ALT+TAB
1772193162.3395715,CTRL+
1772193166.0361261,ALT+TAB
1772193167.4049196,ALT+TAB
1772193167.9720414,ALT+TAB
1772193168.1589105,ALT+TAB
1772193168.350367,ALT+TAB
1772193204.6502244,ALT+TAB
1772193205.358453,ALT+TAB
1772193207.4078217,ALT+TAB
1772193224.7774563,CTRL+
1772193225.0492153,CTRL+
1772193283.5663204,CTRL+
1772193284.7169082,ALT+TAB
1772193286.9405239,CTRL+
1772193287.9485493,CTRL+
1772193288.3492718,ALT+TAB
1772193301.9464803,ALT+TAB
1772193302.731707,ALT+TAB
1772193305.3096118,CTRL+
1772193325.5107915,ALT+TAB
1772193326.9340894,ALT+TAB
1772193327.1408348,ALT+TAB
1772193327.3268323,ALT+TAB
1772193328.6858504,ALT+TAB
1772193329.9524093,ALT+TAB
1772193332.971869,CTRL+
1772193334.1684496,CTRL+
1772193349.2364652,ALT+TAB
1772193349.7260275,ALT+TAB
1772193365.5641785,ALT+TAB
1772193368.4611921,CTRL+
1772193403.8236735,ALT+TAB
1772193404.4363654,ALT+TAB
1772193514.7424574,CTRL+
1772193517.227699,CTRL+
1772193520.3161988,CTRL+
1772193520.768107,CTRL+
1772193531.070776,CTRL+
1772193531.735035,CTRL+
1772193532.242198,CTRL+
1772193535.2032943,CTRL+
1772193551.256567,CTRL+
1772193564.5423694,CTRL+
1772193590.7028918,ALT+TAB
1772193591.2227392,ALT+TAB
1772193591.3992724,ALT+TAB
1772193591.652943,ALT+TAB
1772193594.5891123,ALT+TAB
1772193598.1713815,ALT+TAB
1772193603.5541956,ALT+TAB
1772193610.1139193,ALT+TAB
1772193627.1193428,ALT+TAB
1772193628.4027822,ALT+TAB
1772193629.0501149,ALT+TAB
1772193629.3205745,ALT+TAB
1772193629.7064028,ALT+TAB
1772193632.8932698,ALT+TAB
1772193640.1248648,ALT+TAB
1772193642.5784376,CTRL+
1772193674.451411,ALT+TAB
1772193683.9115248,ALT+TAB
1772193706.2619495,ALT+TAB
1772193718.6579766,ALT+TAB
1772193722.7569077,ALT+TAB
1772193725.5117157,ALT+TAB
1772193781.188525,ALT+TAB
1772193801.434194,ALT+TAB
1772193808.5742867,ALT+TAB
1772193832.7278051,ALT+TAB
1772193889.9872086,ALT+TAB
1772193918.3168561,CTRL+
1772193919.5503027,ALT+TAB
1772193921.019349,ALT+TAB
1772193923.9271677,CTRL+
1772193996.0237482,CTRL+
1772194041.4115837,ALT+TAB
1772194042.0597723,ALT+TAB
1772194061.2391238,ALT+TAB
1772194170.9590967,ALT+TAB
1772194279.091924,CTRL+
1772194284.3901246,ALT+TAB
1772194288.8023083,ALT+TAB
1772194314.523564,ALT+TAB
1772194363.1924248,ALT+TAB
1772194456.3021426,SHIFT+?
1772194456.609093,ALT+TAB
1772194459.6667652,ALT+TAB
1772194465.3774107,ALT+TAB
1772194477.2573514,ALT+TAB
1772201137.7903976,ALT+TAB
1772201210.8452997,ALT+TAB
1772201212.0460198,ALT+TAB
1772201212.2247503,ALT+TAB
1772201212.4149094,ALT+TAB
1772201212.6371274,ALT+TAB
1772201214.2896585,SHIFT+WIN+S
1772201216.685714,ALT+TAB
1772201217.1198697,ALT+TAB
1772201217.996892,ALT+TAB
1772201218.1933224,ALT+TAB
1772201218.369045,ALT+TAB
1772201218.588229,ALT+TAB
1772201226.0772557,CTRL+
1772201229.4933372,SHIFT+?
1772201259.9948056,ALT+TAB
1772201260.7240577,ALT+TAB
1772201260.9382918,ALT+TAB
1772201292.717622,ALT+TAB
1772201293.3459222,ALT+TAB
1772201310.2707176,ALT+TAB
1772201311.0412097,ALT+TAB
1772201311.2215137,ALT+TAB
1772201312.34052,ALT+TAB
1772201312.6536193,ALT+LEFT
1772201312.8369381,ALT+LEFT
1772201313.154306,ALT+LEFT
1772201313.3111305,ALT+LEFT
1772201313.4706657,ALT+LEFT
1772201316.230321,ALT+TAB
1772201316.990923,ALT+TAB
1772201322.6759157,ALT+TAB
1772201325.9713235,ALT+TAB
1772201327.048685,ALT+TAB
1772201327.2401495,ALT+TAB
1772201336.120784,ALT+TAB
1772201337.8828402,ALT+TAB
1772201338.7044795,ALT+TAB
1772201338.936876,ALT+TAB
1772201339.1578703,ALT+TAB
1772201340.5329103,ALT+TAB
1772201343.8169274,ALT+CAPS_LOCK
1772201344.9924855,ALT+TAB
1772201345.5128143,ALT+TAB
1772201345.7722504,ALT+TAB
1772201346.0003548,ALT+TAB
1772201346.2234082,ALT+TAB
1772201346.4158516,ALT+TAB
1772201346.9158592,ALT+TAB
1772201347.3784082,ALT+TAB
1772201347.8132415,ALT+TAB
1772201347.9996538,ALT+TAB
1772201348.1844275,ALT+TAB
1772201348.3644147,ALT+TAB
1772201369.672552,ALT+TAB
1772201371.902755,CTRL+
1772201372.614902,ALT+TAB
1772201403.168729,ALT+TAB
1772201462.369129,SHIFT+WIN+S
1772201465.788942,ALT+TAB
1772201467.1050467,ALT+TAB
1772201469.4665704,CTRL+
1772201517.8324265,ALT+TAB
1772201521.572302,ALT+TAB
1772201522.587221,ALT+TAB
1772201522.7804055,ALT+TAB
1772201522.9825077,ALT+TAB
1772201527.5440245,ALT+TAB
1772201528.669824,ALT+TAB
1772201529.5397527,ALT+TAB
1772201543.0296657,SHIFT+WIN+S
1772201548.668644,CTRL+
1772201550.2280989,SHIFT+?
1772201550.613927,SHIFT+?
1772201550.8060446,SHIFT+?
1772201589.0443652,ALT+TAB
1772201590.7878451,ALT+TAB
1772201592.1654696,ALT+TAB
1772201593.5677571,ALT+TAB
1772201594.6305618,ALT+TAB
1772201597.3304994,ALT+TAB
1772201597.9897916,ALT+TAB
1772201598.1711738,ALT+TAB
1772201598.3470135,ALT+TAB
1772201607.5136147,ALT+TAB
1772201607.8875072,ALT+TAB
1772201619.6944323,ALT+TAB
1772201620.0650866,ALT+TAB
1772201630.1406026,ALT+TAB
1772201632.0572288,ALT+TAB
1772201632.732554,ALT+RIGHT
1772201632.9573936,ALT+RIGHT
1772201633.1678517,ALT+RIGHT
1772201646.2671282,ALT+TAB
1772201648.1706488,ALT+TAB
1772201648.3717399,ALT+RIGHT
1772201648.6174796,ALT+RIGHT
1772201649.0255785,ALT+LEFT
1772201655.5356803,SHIFT+WIN+S
1772201657.9763005,ALT+TAB
1772201658.527322,ALT+TAB
1772201659.0461073,ALT+TAB
1772201659.307314,ALT+TAB
1772201659.602613,ALT+TAB
1772201659.865399,ALT+TAB
1772201660.1880977,ALT+TAB
1772201660.840201,ALT+TAB
1772201661.0992012,ALT+TAB
1772201661.2969172,ALT+TAB
1772201663.8550026,CTRL+
1772201726.3504074,CTRL+
1772201726.7773857,ALT+TAB
1772201728.8704085,CTRL+
1772201729.1024573,CTRL+
1772201742.593529,ALT+TAB
1772201745.951809,ALT+TAB
1772201766.7681527,ALT+TAB
1772201769.7857716,ALT+TAB
1772201771.0905344,ALT+TAB
1772201772.7789533,ALT+TAB
1772201788.0828834,ALT+TAB
1772201792.0375056,ALT+TAB
1772201834.6369505,ALT+TAB
1772201837.9787784,ALT+TAB
1772201867.691929,ALT+TAB
1772201872.506625,ALT+TAB
1772201889.531406,CTRL+
1772201899.5357344,CTRL+
1772201900.7262013,CTRL+
1772201901.2762518,ALT+TAB
1772201942.4886956,ALT+TAB
1772201946.2384996,ALT+TAB
1772201946.9424796,ALT+TAB
1772201949.7157464,CTRL+
1772201950.1935878,ALT+TAB
1772201950.8862271,ALT+TAB
1772201952.470457,ALT+TAB
1772201953.4202228,CTRL+
1772201958.86629,ALT+TAB
1772201961.620229,ALT+TAB
1772201973.552855,SHIFT+?
1772201983.859927,ALT+TAB
1772201984.866054,CTRL+
1772201985.892235,CTRL+
1772201987.120092,ALT+TAB
1772201992.861347,ALT+TAB
1772201993.6470504,CTRL+
1772201994.04425,ALT+TAB
1772201994.8218524,ALT+TAB
1772202006.074806,SHIFT+WIN+S
1772202026.7783606,ALT+TAB
1772202027.8111997,ALT+TAB
1772202028.1201272,ALT+TAB
1772202039.9609628,ALT+TAB
1772202041.0294843,ALT+TAB
1772202043.471442,CTRL+
1772202075.0620198,ALT+TAB
1772202076.4646885,ALT+TAB
1772202176.1648133,SHIFT+WIN+S
1772202179.4752557,ALT+TAB
1772202180.3896525,ALT+TAB
1772202182.865174,CTRL+
1772202267.8469803,ALT+TAB
1772202273.0776074,CTRL+
1772202276.0641856,CTRL+
1772202276.7180605,CTRL+
1772202277.4399064,CTRL+
1772202281.259255,ALT+TAB
1772202284.3445508,ALT+TAB
1772202284.5273836,ALT+TAB
1772202284.946551,ALT+TAB
1772202288.9225526,CTRL+
1772202314.6577861,ALT+TAB
1772202317.220975,ALT+TAB
1772202317.6273448,ALT+TAB
1772202330.0994153,ALT+TAB
1772202363.4372969,ALT+TAB
1772202368.6381643,ALT+TAB
1772202378.3031213,ALT+TAB
1772202396.1981218,CTRL+
1772202405.0303164,CTRL+
1772202405.5152562,CTRL+
1772202406.4731708,CTRL+
1772202460.9737544,ALT+TAB
1772202475.1511676,ALT+TAB
1772202478.236709,ALT+TAB
1772202493.3684504,ALT+TAB
1772202496.082192,ALT+TAB
1772202496.4122055,ALT+TAB
1772202509.1815999,ALT+TAB
1772202510.3726852,ALT+TAB
1772202514.077985,ALT+TAB
1772202598.831344,ALT+TAB
1772202606.069287,CTRL+
1772202613.8566551,ALT+TAB
1772202617.6454916,CTRL+
1772202618.0813828,ALT+TAB
1772202619.157024,CTRL+
1772202643.0291328,ALT+TAB
1772202644.582759,ALT+TAB
1772202648.4414933,ALT+TAB
1772202654.7214398,ALT+TAB
1772202655.8879323,CTRL+
1772202683.5022168,ALT+TAB
1772202684.21487,ALT+TAB
1772202687.529131,CTRL+
1772202705.649724,ALT+TAB
1772202706.3114438,CTRL+
1772202711.3573265,SHIFT+WIN+S
1772202713.8720276,ALT+TAB
1772202718.148063,CTRL+
1772202754.9190483,ALT+TAB
1772202756.2061312,ALT+TAB
1772202756.4312174,ALT+TAB
1772202765.6273348,ALT+TAB
1772202766.2794764,ALT+TAB
1772202771.6019866,ALT+TAB
1772202796.5594718,SHIFT+WIN+S
1772202798.539701,ALT+TAB
1772202803.1688588,CTRL+
1772202820.5305882,ALT+TAB
1772203528.2454405,SHIFT+P
1772203686.9858606,ALT+TAB
1772203687.1919155,ALT+TAB
1772203687.8249183,ALT+TAB
1772203691.3642163,ALT+TAB
1772203694.3870456,ALT+F4
1772203756.4213457,CTRL+
1772203758.5506136,ALT+TAB
1772203760.3528142,ALT+TAB
1772203760.553313,ALT+TAB
1772203781.168205,SHIFT+#
1772203782.3920374,SHIFT+#
1772203782.6897376,SHIFT+BACKSPACE
1772203783.0852554,SHIFT+@
1772203807.415978,CTRL+
1772203813.769514,CTRL+
1772203826.903871,CTRL+
1772203827.3615525,ALT+TAB
1772203833.5290608,CTRL+
1772203834.299434,SHIFT+ENTER
1772203834.4563787,SHIFT+ENTER
1772203837.6962762,ALT+TAB
1772203871.7476203,SHIFT+?
1772203947.3519197,ALT+TAB
1772203949.1097004,ALT+TAB
1772203953.5538092,CTRL+
1772203954.1301885,CTRL+
1772203955.68329,ALT+TAB
1772203961.8934083,ALT+TAB
1772203962.822241,ALT+TAB
1772203963.3620918,ALT+TAB
1772203966.933771,CTRL+
1772203967.854518,CTRL+
1772203968.4104931,ALT+TAB
1772203972.6848292,ALT+TAB
1772203973.6152985,ALT+TAB
1772203973.9108298,ALT+TAB
1772203974.5771275,CTRL+
1772203975.0982852,CTRL+
1772203975.5034218,ALT+TAB
1772204005.8512542,CTRL+
1772204015.0392292,CTRL+
1772204026.929906,CTRL+
1772204028.2226205,CTRL+
1772204034.0540144,CTRL+
1772204034.7661188,SHIFT+ENTER
1772204034.9120524,SHIFT+ENTER
1772204070.583841,CTRL+
1772204083.2933364,ALT+TAB
1772204084.014921,ALT+TAB
1772204086.5226696,CTRL+
1772204087.1458519,CTRL+
1772204087.5193915,CTRL+
1772204087.9678414,ALT+TAB
1772204091.270823,ALT+TAB
1772204101.7816408,CTRL+
1772204107.4805758,CTRL+
1772204128.0563622,CTRL+
1772204139.8973298,CTRL+
1772204140.6559768,CTRL+
1772204144.4534519,CTRL+
1772204145.230346,ALT+TAB
1772204147.775002,ALT+TAB
1772204195.144889,CTRL+
1772204208.4022226,ALT+TAB
1772204210.8257558,ALT+TAB
1772204211.012398,ALT+TAB
1772204211.2271254,ALT+TAB
1772204227.5691369,CTRL+
1772204236.188835,ALT+TAB
1772204241.683343,ALT+TAB
1772204244.551182,CTRL+
1772204256.8457496,ALT+TAB
1772204262.3326795,CTRL+
1772204262.908764,ALT+TAB
1772204264.1733007,CTRL+
1772204288.9114087,CTRL+
1772204291.315391,CTRL+
1772204291.4173098,CTRL+BACKSPACE
1772204301.2793665,CTRL+
1772204302.912042,CTRL+
1772204305.4947026,SHIFT+ENTER
1772204305.6888566,SHIFT+ENTER
1772204306.8843443,CTRL+
1772204307.57867,CTRL+
1772204308.7713914,CTRL+
1772204310.7086842,SHIFT+ENTER
1772204319.9593997,CTRL+
1772204324.4316554,SHIFT+ENTER
1772204331.3414915,SHIFT+?
1772204374.0604186,CTRL+
1772204380.954041,SHIFT+WIN+S
1772204385.3038516,CTRL+
1772204430.4257388,ALT+TAB
1772204435.265725,ALT+TAB
1772204437.3332443,ALT+TAB
1772204438.1049132,ALT+TAB
1772204442.0862837,ALT+TAB
1772204445.5989184,ALT+TAB
1772204446.4344826,ALT+TAB
1772204460.790681,ALT+TAB
1772204513.59016,ALT+TAB
1772204514.4229102,ALT+TAB
1772204519.0806758,ALT+TAB
1772204521.363622,ALT+TAB
1772204521.6317842,ALT+TAB
1772204523.5445445,ALT+TAB
1772204523.750622,ALT+TAB
1772204524.035118,ALT+TAB
1772204529.7104836,ALT+F4
1772204530.5251195,ALT+TAB
1772204533.0702078,ALT+TAB
1772204533.2633157,ALT+TAB
1772204545.0461726,CTRL+
1772204548.0180345,CTRL+
1772204551.7731571,ALT+TAB
1772204678.9413457,ALT+TAB
1772204682.9533918,CTRL+
1772204683.727339,CTRL+
1772204684.4580667,CTRL+
1772204684.9439442,ALT+TAB
1772204698.2596745,ALT+TAB
1772204745.6158035,CTRL+
1772204748.3493857,CTRL+
1772204750.7710872,CTRL+
1772204751.7065465,ALT+TAB
1772204752.475136,ALT+TAB
1772204752.6563954,ALT+TAB
1772204753.7255666,CTRL+
1772204754.9984658,CTRL+
1772204757.8869207,CTRL+
1772204806.7837582,"SHIFT+"""
1772204817.3663733,"SHIFT+"""
1772204883.426546,ALT+TAB
1772204955.376514,ALT+TAB
1772205049.9518409,CTRL+
1772205052.6260946,CTRL+
1772205365.5109966,ALT+TAB
1772205369.816782,ALT+TAB
1772205403.2588065,ALT+TAB
1772205416.039505,ALT+TAB
1772210770.5551958,CTRL+
1772210776.551408,CTRL+
1772210988.4127355,SHIFT+>
1772211166.5044458,CTRL+
1772211778.4941883,SHIFT+?
1772212178.7148194,SHIFT+?
1772212321.687397,SHIFT+?
1772212438.1310656,SHIFT+?
1772212438.293244,SHIFT+?
1772212485.2024913,SHIFT+(
1772212489.0172195,CTRL+
1772212490.178162,CTRL+
1772212498.5221686,CTRL+
1772212499.5085828,CTRL+
1772212500.6009552,SHIFT+)
1772212776.414432,ALT+TAB
1772212779.0485768,ALT+TAB
1772212779.6958346,ALT+TAB
1772212799.4636962,ALT+TAB
1772213343.7004662,ALT+TAB
1772213345.7917547,ALT+TAB
1772213371.8349795,ALT+TAB
1772213498.8856475,SHIFT+ENTER
1772213516.0317132,ALT+TAB
1772213516.906624,ALT+TAB
1772213571.8644238,SHIFT+?
1772213772.8155985,ALT+TAB
1772213774.4426703,CTRL+
1772213775.1101592,CTRL+
1772213776.2995574,CTRL+
1772213825.02503,ALT+TAB
1772213827.0664003,ALT+TAB
1772213827.2862415,ALT+TAB
1772213827.8636298,ALT+TAB
1772213841.8931777,ALT+TAB
1772213895.2611825,ALT+TAB
1772213899.0206733,CTRL+
1772213899.8084903,ALT+TAB
1772213900.410005,ALT+TAB
1772213901.3048654,ALT+TAB
1772213901.5063827,ALT+TAB
1772213901.769174,ALT+TAB
1772213903.2181904,ALT+TAB
1772213903.4171455,ALT+TAB
1772213903.8013377,ALT+TAB
1772213907.4440203,CTRL+
1772213916.1259832,"SHIFT+"""
1772213921.33055,"SHIFT+"""
1772213936.8311558,ALT+TAB
1772214090.7623668,ALT+TAB
1772214091.4765258,ALT+TAB
1772214091.6724145,ALT+TAB
1772214097.621277,SHIFT+_
1772214106.8294969,CTRL+
1772214128.3047023,ALT+TAB
1772214129.7019646,ALT+TAB
1772214129.9795508,ALT+TAB
1772214131.3547127,ALT+F4
1772214131.9060683,ALT+TAB
1772214132.7063472,ALT+TAB
1772214140.5094678,ALT+TAB
1772214173.729439,SHIFT+_
1772214248.8709352,ALT+TAB
1772214250.5306964,CTRL+
1772214251.3077257,CTRL+
1772214251.6561067,CTRL+
1772214252.0366702,ALT+TAB
1772214343.3547306,ALT+TAB
1772214344.841988,CTRL+
1772214345.1936517,CTRL+
1772214345.635662,CTRL+
1772214346.3676243,ALT+TAB
1772214352.256656,ALT+TAB
1772214353.3479557,CTRL+
1772214353.8534179,CTRL+
1772214354.60431,CTRL+
1772214355.1294005,ALT+TAB
1772214409.3513298,SHIFT+?
1772214586.6398249,ALT+TAB
1772214587.9863782,CTRL+
1772214588.7061765,CTRL+
1772214589.0770304,CTRL+
1772214589.4757586,ALT+TAB
1772214594.1272132,ALT+TAB
1772214595.6580193,CTRL+
1772214639.3192532,CTRL+
1772214708.9522264,SHIFT+WIN+S
1772214718.4121504,CTRL+
1772214724.4230986,ALT+TAB
1772214729.7574372,ALT+TAB
1772214766.1427205,SHIFT+?
1772215008.6174824,ALT+`
1772215009.8785915,ALT+TAB
1772215020.623332,"SHIFT+"""
1772215030.582483,"SHIFT+"""
1772215039.6249907,ALT+TAB
1772215047.6441393,ALT+TAB
1772215051.8474765,CTRL+
1772215054.4465647,CTRL+
1772215055.4918895,CTRL+
1772217408.2188666,ALT+TAB
1772217410.3535054,ALT+F4
1772217410.790783,ALT+TAB
1772217412.6489542,ALT+TAB
1772217413.485657,ALT+TAB
1772217413.667238,ALT+TAB
1772217419.5877266,ALT+TAB
1772223695.0218225,CTRL+
1772223697.4948518,ALT+TAB
1772223698.5257628,ALT+TAB
1772223728.3238752,CTRL+
1772223732.9839334,CTRL+
1772223734.0402188,SHIFT+ENTER
1772223734.23356,SHIFT+ENTER
1772223734.424672,SHIFT+ENTER
1772223903.4159832,CTRL+
1772224002.6965423,SHIFT+ENTER
1772224002.8746285,SHIFT+ENTER
1772224003.0773504,SHIFT+ENTER
1772225302.8420155,SHIFT+WIN+S
1772225330.705444,SHIFT+WIN+S
1772225459.144765,SHIFT+?
1772225461.5039601,CTRL+
1772225461.843319,CTRL+
1772225808.2319725,SHIFT+WIN+S
1772225848.8767068,SHIFT+?
1772226030.6234286,ALT+TAB
1772226052.100944,ALT+TAB
1772226053.6474326,CTRL+TAB
1772226161.11711,ALT+TAB
1772226164.1120472,ALT+TAB
1772226258.8531907,SHIFT+?
1772226418.6971684,ALT+TAB
1772226433.953575,"SHIFT+"""
